,opened_emails,age_in_days,webinar_enrollments,course_enrollments,is_referrer_bing,is_referrer_facebook,is_ndop,is_catalog_all,is_robotics,is_referrer_cbsi,is_business,is_referrer_infomoney,is_referrer_catracalivre,is_jobs,is_catalog_nanodegrees,is_checkout,is_mobile,is_tech_requirements,is_contact,is_referrer_anhanguera,is_success,is_us,is_legal,is_referrer_instagram,is_fcop_ud,is_payment,is_referrer_linkedin,is_signin,is_referrer_tecmundo,is_hire_talent,is_home,is_ai,is_fcop_st,is_drive,is_50back,is_fcop_cs,is_event,is_android,is_referrer_google,is_referrer_android,is_referrer_computerworld,is_referrer_live,is_nanodegree_home,count_visits,is_referrer_github,is_paying_student
16489,5,30,2,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,2,1,0,0,0,0,2,0,1,0,0,0,2,35,0,0
16490,35,354,0,4,0,2,11,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,14,0,0,17,0,0,0,0,3,1,0,5,0,0,0,12,73,0,0
16491,3,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
16492,14,30,2,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,7,2,1,0,0,1,0,0,9,0,0,0,4,35,0,0
16493,1,31,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,10,0,0
16494,78,364,0,16,0,0,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,19,0,0,0,0,1,0,0,4,0,0,0,9,56,0,0
16495,31,69,1,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,1,0,1,0,6,0,0,0,14,66,0,0
16496,5,28,0,2,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
16497,8,28,0,0,0,2,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
16498,58,159,0,2,0,0,6,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,1,0,0,0,0,0,0,5,2,0,1,3,38,0,0
16499,12,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16500,7,192,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,23,0,0
16501,1,91,0,0,0,0,9,5,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,12,7,0,0,4,38,0,0
16502,0,91,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0
16503,7,91,0,4,0,0,29,29,1,0,0,0,0,0,2,3,0,0,2,0,1,0,0,0,9,0,0,0,0,0,31,4,2,1,1,5,0,0,0,0,0,0,6,131,0,0
16504,5,324,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0
16505,77,355,1,1,0,0,23,12,0,0,0,0,0,0,4,5,0,0,1,0,0,1,0,0,24,0,0,6,0,0,23,0,0,0,0,2,0,0,13,7,0,0,17,124,0,0
16506,8,92,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
16507,83,237,1,2,0,4,13,2,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,11,0,0,8,1,0,6,0,0,0,0,0,7,0,8,1,0,2,8,64,0,0
16508,37,88,1,0,0,1,2,2,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0
16509,4,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0
16510,32,85,1,1,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,14,0,0
16511,1,85,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0
16512,0,85,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,4,0,0,0,0,0,0,0,1,3,0,0,2,23,0,0
16513,49,84,1,1,0,0,29,9,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,0,0,0,4,2,0,0,11,89,0,0
16514,66,394,0,4,0,0,8,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,0,0,0,0,1,0,0,2,0,0,3,8,41,0,0
16515,17,171,0,0,0,1,14,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,3,0,0,0,13,54,0,0
16516,1,83,0,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,17,0,0
16517,4,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,8,0,0
16518,34,133,0,0,0,3,5,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0
16519,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
16520,10,108,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,5,0,0,0,9,32,0,0
16521,33,394,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0
16522,3,80,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,4,0,0,3,15,0,0
16523,2,408,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,5,0,0,0,6,20,0,0
16524,1,79,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,3,0,0,4,0,0,0,1,21,0,0
16525,1,79,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,8,2,0,0,1,22,0,0
16526,0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,0,0
16527,0,79,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,1,8,0,0
16528,15,78,0,0,0,4,12,4,0,0,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,4,0,0,0,4,38,0,1
16529,25,307,0,3,0,0,2,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,19,0,0,10,0,0,31,0,0,0,0,0,1,2,16,4,0,0,9,106,0,0
16530,0,77,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0
16531,7,283,0,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,26,0,0
16532,43,77,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
16533,2,77,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
16534,6,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0
16535,23,246,1,13,0,0,5,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,10,0,0,0,0,29,6,0,5,3,0,0,13,106,0,0
16536,8,76,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0
16537,15,76,2,0,0,0,21,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,10,0,13,0,0,0,14,72,0,0
16538,33,76,0,0,0,9,29,1,0,0,0,3,0,0,0,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,16,0,0,5,3,61,0,1
16539,21,76,1,1,0,0,19,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,6,0,0,3,0,0,26,0,0,0,1,1,1,0,29,0,0,0,7,75,0,0
16540,8,76,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,4,0,0,1,2,17,0,0
16541,0,75,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0
16542,24,358,0,1,0,1,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,0,0,5,4,0,0,5,29,0,0
16543,0,73,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,12,0,0
16544,18,73,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
16545,1,73,1,0,0,0,6,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,1,0,0,0,3,0,4,0,0,0,6,33,0,0
16546,8,73,0,0,0,1,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0
16547,35,73,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
16548,9,405,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,20,0,0
16549,6,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0
16550,34,73,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,0,1
16551,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0
16552,7,72,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,9,0,0
16553,36,96,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0
16554,15,71,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0
16555,11,71,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,12,0,0
16556,2,71,0,0,0,7,7,1,0,0,0,0,0,0,0,8,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
16557,0,71,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
16558,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0
16559,2,70,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,9,0,0
16560,1,219,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,0,0,0,0,1,0,0,1,2,0,0,3,17,0,0
16561,0,70,0,1,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,0,0,0,3,15,0,0
16562,37,73,3,0,0,1,6,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,2,0,1,0,0,0,6,38,0,0
16563,2,69,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,6,0,0
16564,1,69,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,11,0,0
16565,8,69,0,0,0,3,6,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,16,0,0
16566,7,69,0,0,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0
16567,24,274,0,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,0,0,0,2,0,0,5,0,0,0,2,22,0,0
16568,0,69,0,0,0,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,6,0,0,0,6,29,0,0
16569,10,69,0,1,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,14,0,0
16570,1,408,0,13,0,0,0,14,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,12,0,0,0,0,4,0,0,3,0,0,0,6,64,0,0
16571,23,67,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,10,0,1
16572,26,67,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
16573,3,67,0,1,0,2,15,7,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,9,0,0,5,0,1,19,0,0,0,0,0,0,0,1,0,0,0,3,72,0,0
16574,26,67,0,0,0,2,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0
16575,35,255,3,2,0,0,10,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,5,0,0,8,0,0,0,0,1,3,0,6,3,0,0,6,53,0,0
16576,42,66,0,6,0,0,50,47,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,80,0,0,2,0,0,42,2,0,0,0,6,0,0,11,0,0,0,8,257,0,0
16577,55,66,1,0,0,0,23,12,0,0,2,0,0,3,3,9,0,0,2,0,0,2,0,0,1,0,0,1,0,1,12,0,0,0,0,0,3,0,3,0,0,0,7,95,0,1
16578,0,66,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,19,0,0
16579,12,212,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,7,0,0,0,0,1,3,0,9,0,0,0,5,38,0,0
16580,34,65,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0
16581,0,65,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0,2,15,0,0
16582,10,405,0,8,0,0,6,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,20,0,0,8,0,0,10,0,0,0,0,2,0,0,16,0,0,0,8,66,0,0
16583,6,65,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0
16584,62,65,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,9,0,0,0,0,0,0,0,9,0,0,0,3,22,0,0
16585,39,349,0,20,0,0,36,13,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,31,0,0,11,0,0,38,0,0,0,1,1,1,2,13,6,0,0,27,195,0,0
16586,10,133,0,3,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,78,0,0,0,0,0,0,0,1,0,0,1,8,111,0,0
16587,4,64,0,0,0,0,37,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,2,12,9,0,0,11,68,0,0
16588,2,64,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,2,19,0,0
16589,4,64,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0
16590,0,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0
16591,0,63,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,2,0,0,0,0,0,7,0,0,0,3,24,0,0
16592,9,63,0,1,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0
16593,3,63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0
16594,9,63,0,0,0,0,13,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,24,9,0,0,7,54,0,0
16595,2,62,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
16596,2,175,0,3,0,0,12,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,30,0,0,2,0,0,6,0,1,0,0,1,0,0,5,0,0,0,6,62,26,0
16597,16,387,0,1,0,1,2,12,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,39,0,0,5,0,0,2,0,0,0,0,6,0,0,5,3,0,0,5,78,0,0
16598,4,61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,1,9,0,0
16599,3,60,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0
16600,95,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0
16601,145,120,1,0,0,0,3,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,8,0,0,0,8,25,0,1
16602,0,59,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,20,0,0
16603,0,59,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0
16604,0,59,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,12,0,0
16605,3,59,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,12,0,0
16606,218,83,0,0,0,0,4,1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,21,0,1
16607,2,58,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0
